,Date,Open,High,Low,Close,Adj Close,Volume,Label,Short_Moving_Avg,Long_Moving_Avg,RSI,DaysSincePeak,DaysSincePeakTrough
33,2022-12-29,134.033997,134.188004,132.936005,134.033997,134.033997,0,Sell,133.08619700000003,135.12174915,40.875621686446095,0.0,2.0
34,2022-12-30,132.916,132.917007,131.541,132.916,132.916,0,Hold,133.197998,135.01004945000003,37.47849312545284,1.0,3.0
35,2023-01-02,130.845001,131.035004,130.621002,130.845001,130.845001,0,Hold,132.8089996,134.8285492,29.743819276458225,4.0,6.0
36,2023-01-03,130.794006,131.182007,129.533997,130.794006,130.794006,0,Buy,132.41499919999998,134.53564985,33.559819131699214,5.0,0.0
37,2023-01-04,131.248001,132.169998,129.964005,131.248001,131.248001,0,Hold,131.967401,134.25374979999998,36.135466439423844,6.0,1.0
38,2023-01-05,132.246002,133.992004,131.729996,132.246002,132.246002,0,Hold,131.609802,134.04700005,29.42969449630303,7.0,2.0
39,2023-01-06,133.307007,134.740997,132.186996,133.307007,133.307007,0,Sell,131.6880034,133.8816505,37.358914175831,0.0,3.0
40,2023-01-09,131.862,132.645004,131.326996,131.862,131.862,0,Hold,131.89140319999998,133.63915020000002,32.325572026377046,3.0,6.0
41,2023-01-10,131.729004,132.466003,131.432999,131.729004,131.729004,0,Buy,132.0784028,133.3504005,49.146714404954324,4.0,0.0
42,2023-01-11,132.100998,132.854004,132.102997,132.100998,132.100998,0,Sell,132.2490022,133.1762504,48.57597612102377,0.0,1.0
43,2023-01-12,131.901993,132.020996,129.569,131.901993,131.901993,0,Hold,132.18020040000002,133.0039497,47.63781743181314,1.0,2.0
44,2023-01-13,129.171997,129.341995,127.468002,129.171997,129.171997,0,Hold,131.3531984,132.5749992,34.83397501870397,2.0,3.0
45,2023-01-16,128.026001,128.809998,127.253998,128.026001,128.026001,0,Buy,130.5859986,132.14179915,31.84389914910176,5.0,0.0
46,2023-01-17,128.320999,129.115997,128.022003,128.320999,128.320999,0,Sell,129.90439759999998,131.70809935,29.538081365889724,0.0,1.0
47,2023-01-18,128.281006,131.559006,127.607002,128.281006,128.281006,0,Buy,129.1403992,131.52754975,26.252778321959966,1.0,0.0
48,2023-01-19,128.539001,128.772995,127.777,128.539001,128.539001,0,Sell,128.46780080000002,131.33600005,30.55181407583339,0.0,1.0
49,2023-01-20,128.369995,130.604004,128.354996,128.369995,128.369995,0,Buy,128.3074004,131.13665005,36.76606371395006,1.0,0.0
50,2023-01-23,129.384995,130.875,129.061996,129.354004,129.354004,0,Hold,128.573001,130.9648506,42.99882069187899,4.0,3.0
51,2023-01-24,130.597,131.069,129.744003,130.597,130.597,0,Sell,129.0282012,130.85650019999997,47.060411919194166,0.0,4.0
52,2023-01-25,130.238998,130.567993,129.292999,130.238998,130.238998,0,Hold,129.4197996,130.6941505,40.381460822670604,1.0,5.0
53,2023-01-26,129.237,130.582993,129.035004,129.237,129.237,0,Buy,129.55939940000002,130.45430065,30.38360067981563,2.0,0.0
54,2023-01-27,129.800003,130.255005,129.546005,129.800003,129.800003,0,Hold,129.84540099999998,130.2985008,39.13822258711493,3.0,1.0
55,2023-01-30,129.854004,130.460999,129.205002,129.854004,129.854004,0,Hold,129.945401,130.24895095000002,40.040361236894796,6.0,4.0
56,2023-01-31,130.479004,130.475998,129.768997,130.479004,130.479004,0,Sell,129.9218018,130.23320085,41.60979549137095,0.0,5.0
57,2023-02-01,130.110001,130.395996,129.210007,130.110001,130.110001,0,Hold,129.8960024,130.17630085000002,40.890642899814225,1.0,6.0
58,2023-02-02,128.621994,129.091003,128.093002,128.621994,128.621994,0,Buy,129.7730012,129.99510045000002,46.80007824056928,2.0,0.0
59,2023-02-03,128.746002,131.136993,128.335999,128.746002,128.746002,0,Hold,129.56220100000002,129.7670502,54.75435283508922,3.0,1.0
60,2023-02-06,132.009003,132.891998,131.591003,132.009003,132.009003,0,Hold,129.9932008,129.77440035,67.49523862473896,6.0,4.0
61,2023-02-07,132.623001,132.621994,131.160004,132.623001,132.623001,0,Sell,130.4220002,129.8191002,69.5338512314212,0.0,5.0
62,2023-02-08,131.042007,131.514008,130.608994,131.042007,131.042007,0,Buy,130.6084014,129.76615065000001,60.062719174181964,1.0,0.0
63,2023-02-09,131.386993,131.809006,130.352005,131.386993,131.386993,0,Hold,131.1614012,129.74040065000003,61.95986904311313,2.0,1.0
64,2023-02-10,131.518997,131.832001,129.834,131.518997,131.518997,0,Hold,131.7160002,129.85775065,59.20411876506095,3.0,2.0
65,2023-02-13,131.550995,132.863998,131.466003,131.550995,131.550995,0,Hold,131.6243986,130.03400034999999,54.52130203185722,6.0,5.0
66,2023-02-14,132.337006,133.117996,131.662003,132.337006,132.337006,0,Hold,131.5671996,130.2348007,59.55550057697149,7.0,6.0
67,2023-02-15,132.990997,134.324005,132.554993,132.990997,132.990997,0,Hold,131.9569976,130.47030024999998,67.65755049033379,8.0,7.0
68,2023-02-16,133.903,134.442993,133.608994,133.903,133.903,0,Hold,132.46019900000002,130.7385002,68.68565047561236,9.0,8.0
69,2023-02-17,134.074005,135.080002,134.072006,134.074005,134.074005,0,Hold,132.9712006,131.0237007,69.01585065405055,10.0,9.0
70,2023-02-20,134.307007,134.529999,133.929001,134.307007,134.307007,0,Hold,133.522403,131.27135085,67.88116155710235,13.0,12.0
71,2023-02-21,134.335999,135.190994,134.156006,134.335999,134.335999,0,Hold,133.9222016,131.45830080000002,70.38787147819373,14.0,13.0
72,2023-02-22,134.975998,135.048004,134.382996,134.975998,134.975998,0,Sell,134.3192018,131.69515080000002,83.38592550309014,0.0,14.0
73,2023-02-23,134.932007,135.343002,134.643997,134.932007,134.932007,0,Hold,134.5250032,131.97990115,82.77883313595056,1.0,15.0
74,2023-02-24,134.628006,136.423996,134.181,134.628006,134.628006,0,Buy,134.63580340000001,132.2213013,70.217794572312,2.0,0.0
75,2023-02-27,136.395004,136.475998,135.929001,136.395004,136.395004,0,Sell,135.05340280000001,132.54835129999998,74.71831821205197,0.0,3.0
76,2023-02-28,136.317001,136.908997,136.022003,136.317001,136.317001,0,Buy,135.4496032,132.84025115,93.04723172118614,1.0,0.0
77,2023-03-01,136.348007,136.462006,135.259995,136.348007,136.348007,0,Sell,135.72400499999998,133.15215145,92.67168919890645,0.0,1.0
78,2023-03-02,136.194,137.065002,136.087997,136.194,136.194,0,Buy,135.9764036,133.53075174999998,90.05996051075846,1.0,0.0
79,2023-03-03,136.705002,136.740005,135.828003,136.705002,136.705002,0,Sell,136.3918028,133.92870175000002,90.81404831255432,0.0,1.0
80,2023-03-06,135.869995,136.179001,135.395004,135.860001,135.860001,0,Buy,136.2848022,134.12125165,77.6400003703122,3.0,0.0
81,2023-03-07,135.998993,136.947006,135.580994,135.998993,135.998993,0,Hold,136.2212006,134.29005125,75.67424866020878,4.0,1.0
82,2023-03-08,137.391006,137.895996,136.505997,137.391006,137.391006,0,Sell,136.42980040000003,134.6075012,77.51656197558478,0.0,2.0
83,2023-03-09,137.225998,137.251999,135.990005,137.225998,137.225998,0,Hold,136.6362,134.89945145,74.88933617497746,1.0,3.0
84,2023-03-10,136.395004,136.979004,134.171997,136.395004,136.395004,0,Hold,136.57420040000002,135.14325179999997,65.0648982028445,2.0,4.0
85,2023-03-13,134.970001,135.020004,132.292999,134.979996,134.979996,0,Hold,136.3981994,135.31470185,53.872025125471694,5.0,7.0
86,2023-03-14,133.113998,134.873001,133.070999,133.113998,133.113998,0,Buy,135.8212004,135.35355145,40.24315810632173,6.0,0.0
87,2023-03-15,134.397003,135.057999,132.251999,134.397003,134.397003,0,Sell,135.2223998,135.42385175,47.51877277842321,0.0,1.0
88,2023-03-16,132.929001,133.457993,131.744003,132.929001,132.929001,0,Buy,134.3630004,135.3751518,42.888238856020294,1.0,0.0
89,2023-03-17,133.367996,133.565994,131.837006,133.367996,133.367996,0,Sell,133.7575988,135.33985135,35.74456858666936,0.0,1.0
90,2023-03-20,132.283997,132.630005,130.557999,132.283997,132.283997,0,Hold,133.218399,135.23870085000001,32.6508062011369,3.0,4.0
91,2023-03-21,131.391998,132.436996,131.048004,131.391998,131.391998,0,Buy,132.873999,135.0915008,30.1505932823098,4.0,0.0
92,2023-03-22,132.348007,132.992996,132.266998,132.348007,132.348007,0,Sell,132.46419980000002,134.96010124999998,35.52617129653156,0.0,1.0
93,2023-03-23,131.179001,131.636002,130.447998,131.179001,131.179001,0,Hold,132.1141998,134.77245095,30.185063441850247,1.0,2.0
94,2023-03-24,130.865005,130.919006,129.673996,130.865005,130.865005,0,Hold,131.61360159999998,134.5843009,31.38005270101651,2.0,3.0
95,2023-03-27,130.845993,131.740997,130.509003,130.845993,130.845993,0,Buy,131.3260008,134.30685035000002,30.617682451062322,5.0,0.0
96,2023-03-28,131.233002,131.276001,130.445999,131.233002,131.233002,0,Sell,131.2942016,134.0526504,24.943099143557504,0.0,1.0
97,2023-03-29,131.046005,132.697998,130.927994,131.046005,131.046005,0,Buy,131.0338012,133.7875503,24.89854410578566,1.0,0.0
98,2023-03-30,132.576004,132.932999,132.222,132.576004,132.576004,0,Hold,131.3132018,133.6066505,35.32173872402829,2.0,1.0
99,2023-03-31,133.201004,133.563995,132.725998,133.201004,133.201004,0,Hold,131.7804016,133.4314506,42.7204017734311,3.0,2.0
100,2023-04-03,133.347,133.731003,132.220993,133.347,133.347,0,Sell,132.280603,133.30580055000001,51.10963647668583,0.0,5.0
101,2023-04-04,132.298996,133.139999,131.574005,132.298996,132.298996,0,Hold,132.49380180000003,133.1208007,39.77980174050654,1.0,6.0
102,2023-04-05,131.485001,131.839005,130.684006,131.485001,131.485001,0,Hold,132.581601,132.82550045,42.48700522454912,2.0,7.0
103,2023-04-06,130.934006,131.852997,130.791,130.934006,130.934006,0,Buy,132.25320140000002,132.51090085,37.482071619713466,3.0,0.0
104,2023-04-07,131.669006,132.315994,131.524994,131.669006,131.669006,0,Hold,131.9468018,132.27460095,46.719354077774504,4.0,1.0
105,2023-04-10,132.097,133.841995,132.014008,132.097,132.097,0,Hold,131.6968018,132.13045115,53.956678922421524,7.0,4.0
106,2023-04-11,133.468994,133.666,132.981003,133.468994,133.468994,0,Hold,131.9308014,132.14820095,56.0106560892192,8.0,5.0
107,2023-04-12,133.593994,134.022995,132.781006,133.593994,133.593994,0,Sell,132.35260000000002,132.1080505,64.58154585604555,0.0,6.0
108,2023-04-13,133.085007,133.367004,132.029999,133.085007,133.085007,0,Hold,132.7828002,132.1158508,63.09583951452463,1.0,7.0
109,2023-04-14,132.487,133.755997,132.175995,132.487,132.487,0,Buy,132.946399,132.071801,59.06135377262692,2.0,0.0
110,2023-04-17,133.970993,134.565002,133.714005,133.970993,133.970993,0,Hold,133.3211976,132.1561508,63.4850350587438,5.0,3.0
111,2023-04-18,134.425003,134.692993,133.867996,134.425003,134.425003,0,Sell,133.5123994,132.30780105,66.21559858005207,0.0,4.0
112,2023-04-19,134.044006,135.046997,133.960999,134.044006,134.044006,0,Buy,133.6024018,132.392601,57.918049806407076,1.0,0.0
113,2023-04-20,134.703995,134.960007,134.026993,134.703995,134.703995,0,Sell,133.9261994,132.56885069999998,58.076288551880964,0.0,1.0
114,2023-04-21,133.996002,134.464996,133.554993,133.996002,133.996002,0,Hold,134.2279998,132.72540055000002,53.288764379051756,1.0,2.0
115,2023-04-24,133.960999,134.725006,133.889999,133.960999,133.960999,0,Buy,134.226001,132.88115084999998,59.385650958097024,4.0,0.0
116,2023-04-25,134.084,134.449005,133.746994,134.084,134.084,0,Sell,134.15780039999999,133.02370075,65.91945841234352,0.0,1.0
117,2023-04-26,133.710999,133.865997,133.026001,133.710999,133.710999,0,Hold,134.09119900000002,133.15695045,67.38887777773435,1.0,2.0
118,2023-04-27,133.464996,134.182007,133.294998,133.464996,133.464996,0,Buy,133.8433992,133.20140005000002,61.97970056451655,2.0,0.0
119,2023-04-28,133.802002,136.529007,133.733994,133.802002,133.802002,0,Hold,133.8045992,133.23144995,61.51252993929478,3.0,1.0
120,2023-05-01,136.386002,137.401993,136.263,136.386002,136.386002,0,Hold,134.2895998,133.38340005,66.92591032367437,6.0,4.0
121,2023-05-02,137.520996,137.764999,136.408997,137.520996,137.520996,0,Sell,134.97699899999998,133.64450004999998,70.39580620472611,0.0,5.0
122,2023-05-03,136.466003,136.569,135.072006,136.466003,136.466003,0,Hold,135.5279998,133.89355014999998,66.61751363168553,1.0,6.0
123,2023-05-04,134.544006,134.869995,133.686005,134.544006,134.544006,0,Hold,135.7438018,134.07405015,58.945853606773255,2.0,7.0
124,2023-05-05,134.179001,135.085007,133.886002,134.179001,134.179001,0,Buy,135.81920159999999,134.1995499,51.00215918455134,3.0,0.0
125,2023-05-08,135.199005,135.205994,134.664001,135.199005,135.199005,0,Sell,135.5818022,134.35465015,53.53619787159815,0.0,3.0
126,2023-05-09,135.072998,135.335999,134.737,135.072998,135.072998,0,Buy,135.0922026,134.43485034999998,54.81332390806405,1.0,0.0
127,2023-05-10,135.287994,135.455994,134.309998,135.287994,135.287994,0,Sell,134.85660080000002,134.51955035,52.85044332767185,0.0,1.0
128,2023-05-11,134.087006,134.841003,133.751999,134.087006,134.087006,0,Buy,134.7652008,134.56965029999998,50.423786984034074,1.0,0.0
129,2023-05-12,134.498001,135.628998,134.401993,134.498001,134.498001,0,Hold,134.8290008,134.67020035,52.41610043741605,2.0,1.0
130,2023-05-15,135.822006,136.311996,135.716003,135.822006,135.822006,0,Hold,134.953601,134.762751,57.05703608431187,5.0,4.0
131,2023-05-16,136.044998,136.675003,135.697998,136.044998,136.044998,0,Hold,135.14800099999997,134.84375075,59.593891311112365,6.0,5.0
132,2023-05-17,136.429993,137.565994,136.304001,136.429993,136.429993,0,Hold,135.3764008,134.96305009999998,62.0499168615856,7.0,6.0
133,2023-05-18,137.613998,138.658997,137.311005,137.613998,137.613998,0,Hold,136.08179919999998,135.10855025,64.49430782231096,8.0,7.0
134,2023-05-19,138.619995,138.647003,137.462006,138.619995,138.619995,0,Sell,136.906198,135.3397499,59.6526020238727,0.0,8.0
135,2023-05-22,137.692001,138.658997,137.503998,137.692001,137.692001,0,Buy,137.280197,135.5263,50.752333507523545,3.0,0.0
136,2023-05-23,138.671997,138.876007,138.253006,138.671997,138.671997,0,Sell,137.8055968,135.75569984999998,59.76970190193502,0.0,1.0
137,2023-05-24,138.598007,139.177002,138.248993,138.598007,138.598007,0,Buy,138.23919959999998,136.00005025000002,71.46798512047658,1.0,0.0
138,2023-05-25,139.283005,139.876007,139.205994,139.283005,139.283005,0,Hold,138.57300099999998,136.2909507,76.14230622901435,2.0,1.0
139,2023-05-26,140.016998,140.681,139.514008,140.016998,140.016998,0,Hold,138.8524016,136.60170050000002,75.42221355935686,3.0,2.0
140,2023-05-29,140.871002,140.901001,140.119995,140.871002,140.871002,0,Sell,139.4882018,136.8259505,78.41059166510848,0.0,5.0
141,2023-05-30,140.440994,140.903,139.580002,140.440994,140.440994,0,Hold,139.8420012,136.97195040000003,74.72895567311897,1.0,6.0
142,2023-05-31,139.792007,140.341003,139.315994,139.792007,139.792007,0,Hold,140.0808012,137.13825060000002,78.90962149533621,2.0,7.0
143,2023-06-01,139.126999,139.945999,138.496994,139.126999,139.126999,0,Hold,140.0496,137.36740025,72.86834703228122,3.0,8.0
144,2023-06-02,138.748001,139.796997,138.610001,138.748001,138.748001,0,Buy,139.7958006,137.59585025,65.94379991641202,4.0,0.0
145,2023-06-05,140.207001,140.445007,139.255997,140.207001,140.207001,0,Sell,139.66300040000002,137.84625005,69.98662021117414,0.0,3.0
146,2023-06-06,139.382996,139.960999,139.117004,139.382996,139.382996,0,Buy,139.4514008,138.06174995,63.60707596721878,1.0,0.0
147,2023-06-07,139.526993,140.026001,139.042999,139.526993,139.526993,0,Hold,139.398398,138.2736999,59.74926039460906,2.0,1.0
148,2023-06-08,139.899002,140.089996,138.824997,139.899002,139.899002,0,Sell,139.55279860000002,138.5642997,56.96855623746663,0.0,2.0
149,2023-06-09,138.863007,139.714996,138.899994,138.863007,138.863007,0,Buy,139.5757998,138.78255000000001,56.30591014226407,1.0,0.0
150,2023-06-12,139.371002,139.725006,139.070999,139.371002,139.371002,0,Hold,139.4086,138.9599998,53.96576665777447,4.0,3.0
151,2023-06-13,139.460007,140.106995,139.016006,139.460007,139.460007,0,Hold,139.4240022,139.13075025,54.88219191613231,5.0,4.0
152,2023-06-14,140.177002,140.192993,139.296997,140.177002,140.177002,0,Sell,139.554004,139.3181007,55.04513036626746,0.0,5.0
153,2023-06-15,139.977005,141.475998,139.960007,139.977005,139.977005,0,Buy,139.5696046,139.43625104999998,49.75983073750989,1.0,0.0
154,2023-06-16,140.268005,141.865997,139.862,140.268005,140.268005,0,Hold,139.8506042,139.51865155000002,46.11621101587146,2.0,1.0
155,2023-06-19,141.867004,141.996002,141.453995,141.867004,141.867004,0,Hold,140.3498046,139.7274017,57.98259962225676,5.0,4.0
156,2023-06-20,141.899002,142.223999,141.244995,141.899002,141.899002,0,Sell,140.8376036,139.88875195,62.66984213230993,0.0,5.0
157,2023-06-21,141.335007,142.328995,141.371002,141.335007,141.335007,0,Buy,141.0692046,140.02560195,63.44053582742012,1.0,0.0
158,2023-06-22,141.688004,142.934006,141.626007,141.688004,141.688004,0,Hold,141.4114044,140.14585189999997,67.95314892414962,2.0,1.0
159,2023-06-23,143.029999,143.854004,142.761993,143.029999,143.029999,0,Hold,141.9638032,140.29650195,67.48856582755369,3.0,2.0
160,2023-06-26,143.541,143.682007,142.973007,143.541,143.541,0,Sell,142.2986024,140.43000185,76.79824562534218,0.0,5.0
161,2023-06-27,143.460007,144.162994,143.292007,143.460007,143.460007,0,Buy,142.61080339999998,140.5809525,75.55573287187195,1.0,0.0
162,2023-06-28,143.882004,144.595001,143.735992,143.882004,143.882004,0,Hold,143.12020280000002,140.78545234999999,75.7135025323559,2.0,1.0
163,2023-06-29,144.389008,144.891998,144.138,144.389008,144.389008,0,Hold,143.6604036,141.04855279999998,88.29007211919216,3.0,2.0
164,2023-06-30,144.779999,145.033005,144.227997,144.779999,144.779999,0,Sell,144.0104036,141.3501527,88.09707102455883,0.0,3.0
165,2023-07-03,144.397995,144.908997,144.022995,144.397995,144.397995,0,Buy,144.1818026,141.5597024,83.40104648749738,3.0,0.0
166,2023-07-04,144.584,144.673004,144.210007,144.584,144.584,0,Sell,144.4066012,141.8197526,82.11640734496085,0.0,1.0
167,2023-07-05,144.406006,144.725006,144.089996,144.406006,144.406006,0,Buy,144.5114016,142.06370324999997,82.38060012811846,1.0,0.0
168,2023-07-06,144.488998,144.641998,143.582993,144.488998,144.488998,0,Sell,144.5313996,142.29320305000002,81.82789382842455,0.0,1.0
169,2023-07-07,143.951004,144.192993,142.110001,143.951004,143.951004,0,Hold,144.36560060000002,142.5476029,68.70749520642867,1.0,2.0
170,2023-07-10,142.209,142.998993,141.528,142.209,142.209,0,Hold,143.9278016,142.68950279999999,52.12911708653588,4.0,5.0
171,2023-07-11,141.296997,141.440994,140.164993,141.296997,141.296997,0,Hold,143.27040100000002,142.78135229999998,49.750851274532494,5.0,6.0
172,2023-07-12,140.117996,140.074005,138.205002,140.117996,140.117996,0,Hold,142.412799,142.778402,40.71438321698972,6.0,7.0
173,2023-07-13,138.315002,138.936996,138.056,138.315002,138.315002,0,Hold,141.1779998,142.69530185000002,23.555753424826648,7.0,8.0
174,2023-07-14,138.074997,139.100998,137.315002,138.074997,138.074997,0,Buy,140.0027984,142.58565145,18.382606347700403,8.0,0.0
175,2023-07-17,138.682007,139.393997,138.014999,138.682007,138.682007,0,Hold,139.2973998,142.42640160000002,23.947649715954327,11.0,3.0
176,2023-07-18,138.729004,138.955994,137.828003,138.729004,138.729004,0,Hold,138.7838012,142.26790169999998,20.70493933028773,12.0,4.0
177,2023-07-19,139.026993,139.990005,138.876007,139.026993,139.026993,0,Hold,138.5656006,142.15250099999997,18.774600415584615,13.0,5.0
178,2023-07-20,139.598007,140.403,139.123001,139.598007,139.598007,0,Hold,138.8222016,142.04800115,20.442685072312358,14.0,6.0
179,2023-07-21,139.863998,141.936996,139.751999,139.863998,139.863998,0,Hold,139.1800018,141.8897011,23.79190364662739,15.0,7.0
180,2023-07-24,141.75,141.770996,140.886002,141.75,141.75,0,Sell,139.7936004,141.80015110000002,36.30916551610199,0.0,10.0
181,2023-07-25,141.522003,141.690002,140.914993,141.522003,141.522003,0,Hold,140.35220020000003,141.7032509,36.1345916290522,1.0,11.0
182,2023-07-26,140.912994,141.179001,140.188995,140.912994,140.912994,0,Hold,140.7294004,141.5548004,33.63536185670705,2.0,12.0
183,2023-07-27,140.367004,141.281006,139.397995,140.367004,140.367004,0,Hold,140.8831998,141.3537002,33.61076443528566,3.0,13.0
184,2023-07-28,138.863998,140.957001,138.089996,138.863998,138.863998,0,Buy,140.6831998,141.05790015,34.36185367977288,4.0,0.0
185,2023-07-31,140.757996,142.647995,140.701004,140.757996,140.757996,0,Hold,140.484799,140.87590020000002,47.69204050046054,7.0,3.0
186,2023-08-01,142.322998,143.453003,142.289993,142.322998,142.322998,0,Hold,140.64499800000002,140.76285009999998,59.13952279216688,8.0,4.0
187,2023-08-02,142.970001,143.460007,142.257004,142.970001,142.970001,0,Hold,141.0563994,140.69104985,71.33947672016167,9.0,5.0
188,2023-08-03,143.343994,143.878006,142.093002,143.343994,143.343994,0,Sell,141.6517974,140.63379965,73.86104756262596,0.0,6.0
189,2023-08-04,142.598007,142.867004,141.557007,142.598007,142.598007,0,Hold,142.39859919999998,140.5661498,67.51345127870553,1.0,7.0
190,2023-08-07,141.876007,142.488007,141.522995,141.876007,141.876007,0,Buy,142.6222014,140.54950015000003,63.27291456645937,4.0,0.0
191,2023-08-08,142.524002,143.419006,142.572998,142.524002,142.524002,0,Hold,142.6624022,140.6108504,64.32614799180035,5.0,1.0
192,2023-08-09,143.278,143.712006,143.014008,143.278,143.278,0,Hold,142.72400199999998,140.7688506,64.8530901468852,6.0,2.0
193,2023-08-10,143.727005,144.483002,143.339005,143.727005,143.727005,0,Hold,142.8006042,141.03945075,65.36477451846446,7.0,3.0
194,2023-08-11,144.854004,144.962997,144.436996,144.854004,144.854004,0,Sell,143.2518036,141.3784011,63.13921744885827,0.0,4.0
195,2023-08-14,144.817001,145.565994,144.751007,144.817001,144.817001,0,Buy,143.8400024,141.6851508,64.17692712530115,3.0,0.0
196,2023-08-15,145.436996,145.858002,145.106995,145.436996,145.436996,0,Hold,144.4226012,142.0205504,69.44640694692058,4.0,1.0
197,2023-08-16,145.608002,145.882996,145.319,145.608002,145.608002,0,Hold,144.8886016,142.34960085,73.27886051244595,5.0,2.0
198,2023-08-17,146.332993,146.524994,145.638,146.332993,146.332993,0,Sell,145.4097992,142.68635015,85.63800371696642,0.0,3.0
199,2023-08-18,145.714005,145.774002,145.134003,145.714005,145.714005,0,Hold,145.5817994,142.9788505,76.92322819567421,1.0,4.0
200,2023-08-21,145.304993,146.382996,145.149002,145.304993,145.304993,0,Buy,145.6793978,143.15660014999997,68.52636843429546,4.0,0.0
201,2023-08-22,146.238007,146.389999,145.501999,146.238007,146.238007,0,Sell,145.8396,143.39240034999997,69.60650041888718,0.0,1.0
202,2023-08-23,145.763,145.813004,144.580002,145.763,145.763,0,Hold,145.87059960000002,143.63490065000002,64.33909899229394,1.0,2.0
203,2023-08-24,144.673004,145.947006,144.621002,144.673004,144.673004,0,Buy,145.5386018,143.85020064999998,61.81794551070622,2.0,0.0
204,2023-08-25,146.067001,146.604996,145.733994,146.067001,146.067001,0,Hold,145.60920099999998,144.2103508,72.17221108525379,3.0,1.0
205,2023-08-28,146.531006,146.716003,146.278,146.531006,146.531006,0,Sell,145.8544036,144.4990013,71.61971016344414,0.0,4.0
206,2023-08-29,146.464005,147.343994,145.852005,146.464005,146.464005,0,Hold,145.8996032,144.70605165,68.56642158950922,1.0,5.0
207,2023-08-30,145.988007,146.522995,145.557999,145.988007,145.988007,0,Buy,145.9446046,144.85695195,63.13465114258014,2.0,0.0
208,2023-08-31,146.098999,146.190994,145.531006,146.098999,146.098999,0,Sell,146.22980360000003,144.9947022,58.200462257632516,0.0,1.0
209,2023-09-01,145.473007,146.227005,144.481995,145.473007,145.473007,0,Buy,146.1110048,145.13845220000002,54.009819567104785,1.0,0.0
210,2023-09-04,146.057007,146.490005,146.041,146.057007,146.057007,0,Hold,146.01620499999999,145.34750219999998,53.806551302376185,4.0,3.0
211,2023-09-05,146.542999,147.716003,146.498001,146.542999,146.542999,0,Hold,146.03200379999998,145.54845205,55.526650064990136,5.0,4.0
212,2023-09-06,147.470993,147.796005,147.037003,147.470993,147.470993,0,Hold,146.328601,145.7581017,56.568930827426726,6.0,5.0
213,2023-09-07,147.709,147.865005,147.057007,147.709,147.709,0,Sell,146.65060119999998,145.95720145,62.04560628918693,0.0,6.0
214,2023-09-08,147.330994,147.742004,146.686996,147.330994,147.330994,0,Hold,147.0221986,146.08105095,62.27879245105551,1.0,7.0
215,2023-09-11,147.113007,147.100006,145.912994,147.113007,147.113007,0,Hold,147.23339860000002,146.19585124999998,55.806257592926016,4.0,10.0
216,2023-09-12,146.677994,147.218994,146.473007,146.677994,146.677994,0,Buy,147.2603976,146.25790115,56.10404564121593,5.0,0.0
217,2023-09-13,147.158005,147.615005,147.112,147.158005,147.158005,0,Hold,147.1978,146.3354013,68.04649821822696,6.0,1.0
218,2023-09-14,147.345993,147.537003,147.026993,147.345993,147.345993,0,Hold,147.1251986,146.38605130000002,61.26074267483672,7.0,2.0
219,2023-09-15,147.481995,147.949005,147.341003,147.481995,147.481995,0,Hold,147.1553988,146.4744508,58.886114943740516,8.0,3.0
