Date,Close,SMA_3,EMA_3,RSI,MACD_line,MACD_signal,slow_K,slow_D,BB_MA,BB_upper,BB_lower,STDDEV,ADX,ROC,MOM,positions
2022-12-21,131.891998,135.19233166666666,134.380146361603,26.627818721398345,-1.3287680587613977,-0.8553155456251269,12.673799432706241,12.673799432706241,136.1211123333334,139.45577319727784,132.78645146938896,1.4522541423537374,33.54259741365661,0.9647433452187074,-4.820008000000001,0
2022-12-22,132.369995,133.75232933333334,133.3750706808015,30.255578852704218,-1.741418931289644,-1.1506833408466326,20.0919986890423,20.0919986890423,135.64955644444453,139.69631521798647,131.6027976709026,1.7254559834958931,34.11877877479732,0.9626628819912567,-5.134003000000007,0
2022-12-23,132.356995,132.20632933333331,132.86603284040075,30.20818775413099,-1.9122811514607179,-1.4045492777179942,20.823580675549696,20.823580675549696,135.16566633333343,139.61045815877748,130.7208745078894,1.9208797970294174,34.30469311802137,0.9761992196719378,-3.2270049999999912,1
2022-12-26,132.789993,132.505661,132.82801292020036,34.21246597666358,-1.8420644819163101,-1.550387679117433,27.552378415657735,27.552378415657735,134.6418880000001,138.97051762441447,130.31325837558575,2.037471909198761,34.382561289839785,0.9811004679219253,-2.558013999999986,0
2022-12-27,132.764008,132.63699866666664,132.79601046010018,34.07558386511719,-1.72976561293558,-1.610180323723482,60.145433202759676,60.145433202759676,134.32855555555565,138.74637758025185,129.91073353085946,2.101122969693279,34.15923841027766,0.9637970051282456,-4.986998999999997,1
2022-12-28,133.485992,133.013331,133.1410012300501,41.64391472250359,-1.4417710388244984,-1.5540438954238207,66.824440101387,66.824440101387,134.12166500000006,138.50339421340644,129.7399357865937,2.1097909011648084,33.28969189796838,0.9765600266799325,-3.2040099999999825,0
2022-12-29,134.033997,133.427999,133.58749911502505,47.0290353574088,-1.099532702308693,-1.4025401643854447,82.84190524352614,82.84190524352614,133.70866388888896,137.26765391974286,130.14967385803507,2.065853028168596,32.72075677975794,0.9783860862946125,-2.9609979999999894,0
2022-12-30,132.916,133.478663,133.25174955751254,38.5597558078535,-1.0869958517449447,-1.2973587268386113,48.17792827199956,48.17792827199956,133.2893303333334,136.1688978950063,130.4097627716605,2.037371827536841,32.82842271395559,1.0077639433440078,1.0240019999999959,0
2023-01-02,130.845001,132.59833266666666,132.04837527875628,27.756921139550656,-1.465849320093355,-1.3535222579235258,5.935317469359908,5.935317469359908,132.6059976666667,134.33124798513785,130.88074734819554,2.0491523828700746,33.29516424123191,0.9884793075651321,-1.5249939999999924,0
2023-01-03,130.794006,131.51833566666664,131.42119063937815,27.535311855517662,-1.6363940799593877,-1.4478128652688131,25.920740291054848,25.920740291054848,132.4839985555556,134.52106220657222,130.44693490453895,2.151328968596512,34.119936279273105,0.9881911114709123,-1.562989000000016,1
