Date,Open,High,Low,Close,Adj Close,Volume
2022-11-14,139.552994,140.768997,138.869003,139.552994,139.552994,0
2022-11-15,140.115005,140.580994,137.809006,140.115005,140.115005,0
2022-11-16,138.964996,140.285004,138.893997,138.964996,138.964996,0
2022-11-17,139.322006,140.714005,138.906006,139.322006,139.322006,0
2022-11-18,140.412003,140.470001,139.649994,140.412003,140.412003,0
2022-11-21,140.253006,142.018005,140.203003,140.253006,140.253006,0
2022-11-22,142.098007,142.238998,141.085999,142.098007,142.098007,0
2022-11-23,141.154999,141.574005,139.587006,141.154999,141.154999,0
2022-11-24,139.278000,139.485992,138.095001,139.278000,139.278000,0
2022-11-25,138.602997,139.591003,138.389008,138.602997,138.602997,0
2022-11-28,139.309998,139.419998,137.514008,139.100006,139.100006,0
2022-11-29,138.718994,139.320999,137.886002,138.718994,138.718994,0
2022-11-30,138.744995,139.882996,138.337997,138.744995,138.744995,0
2022-12-01,137.358994,137.516006,135.539001,137.358994,137.358994,0
2022-12-02,135.149994,135.975998,133.673004,135.149994,135.149994,0
2022-12-05,134.475006,136.580994,134.134003,134.475006,134.475006,0
2022-12-06,136.651993,137.412994,136.007996,136.651993,136.651993,0
2022-12-07,136.886002,137.837997,136.417999,136.886002,136.886002,0
2022-12-08,136.380997,137.223999,136.296005,136.380997,136.380997,0
2022-12-09,136.613998,136.865997,135.612000,136.613998,136.613998,0
2022-12-12,136.712006,137.617996,136.632996,136.712006,136.712006,0
2022-12-13,137.503998,137.942001,134.688004,137.503998,137.503998,0
2022-12-14,135.584000,135.682007,134.681000,135.584000,135.584000,0
2022-12-15,135.348007,137.921005,135.283005,135.348007,135.348007,0
2022-12-16,137.751007,137.751007,136.410004,137.751007,137.751007,0
2022-12-19,136.029999,137.149994,135.772995,136.690002,136.690002,0
2022-12-20,136.994995,137.451996,131.016998,136.994995,136.994995,0
2022-12-21,131.891998,132.475998,131.522003,131.891998,131.891998,0
2022-12-22,132.369995,132.681000,131.654999,132.369995,132.369995,0
2022-12-23,132.356995,133.121002,132.291000,132.356995,132.356995,0
2022-12-26,132.770004,133.237000,132.330002,132.789993,132.789993,0
2022-12-27,132.764008,133.587006,132.647995,132.764008,132.764008,0
2022-12-28,133.485992,134.395004,133.410995,133.485992,133.485992,0
2022-12-29,134.033997,134.188004,132.936005,134.033997,134.033997,0
2022-12-30,132.916000,132.917007,131.541000,132.916000,132.916000,0
2023-01-02,130.845001,131.035004,130.621002,130.845001,130.845001,0
2023-01-03,130.794006,131.182007,129.533997,130.794006,130.794006,0
2023-01-04,131.248001,132.169998,129.964005,131.248001,131.248001,0
2023-01-05,132.246002,133.992004,131.729996,132.246002,132.246002,0
2023-01-06,133.307007,134.740997,132.186996,133.307007,133.307007,0
2023-01-09,131.862000,132.645004,131.326996,131.862000,131.862000,0
2023-01-10,131.729004,132.466003,131.432999,131.729004,131.729004,0
2023-01-11,132.100998,132.854004,132.102997,132.100998,132.100998,0
2023-01-12,131.901993,132.020996,129.569000,131.901993,131.901993,0
2023-01-13,129.171997,129.341995,127.468002,129.171997,129.171997,0
2023-01-16,128.026001,128.809998,127.253998,128.026001,128.026001,0
2023-01-17,128.320999,129.115997,128.022003,128.320999,128.320999,0
2023-01-18,128.281006,131.559006,127.607002,128.281006,128.281006,0
2023-01-19,128.539001,128.772995,127.777000,128.539001,128.539001,0
2023-01-20,128.369995,130.604004,128.354996,128.369995,128.369995,0
2023-01-23,129.384995,130.875000,129.061996,129.354004,129.354004,0
2023-01-24,130.597000,131.069000,129.744003,130.597000,130.597000,0
2023-01-25,130.238998,130.567993,129.292999,130.238998,130.238998,0
2023-01-26,129.237000,130.582993,129.035004,129.237000,129.237000,0
2023-01-27,129.800003,130.255005,129.546005,129.800003,129.800003,0
2023-01-30,129.854004,130.460999,129.205002,129.854004,129.854004,0
2023-01-31,130.479004,130.475998,129.768997,130.479004,130.479004,0
2023-02-01,130.110001,130.395996,129.210007,130.110001,130.110001,0
2023-02-02,128.621994,129.091003,128.093002,128.621994,128.621994,0
2023-02-03,128.746002,131.136993,128.335999,128.746002,128.746002,0
2023-02-06,132.009003,132.891998,131.591003,132.009003,132.009003,0
2023-02-07,132.623001,132.621994,131.160004,132.623001,132.623001,0
2023-02-08,131.042007,131.514008,130.608994,131.042007,131.042007,0
2023-02-09,131.386993,131.809006,130.352005,131.386993,131.386993,0
2023-02-10,131.518997,131.832001,129.834000,131.518997,131.518997,0
2023-02-13,131.550995,132.863998,131.466003,131.550995,131.550995,0
2023-02-14,132.337006,133.117996,131.662003,132.337006,132.337006,0
2023-02-15,132.990997,134.324005,132.554993,132.990997,132.990997,0
2023-02-16,133.903000,134.442993,133.608994,133.903000,133.903000,0
2023-02-17,134.074005,135.080002,134.072006,134.074005,134.074005,0
2023-02-20,134.307007,134.529999,133.929001,134.307007,134.307007,0
2023-02-21,134.335999,135.190994,134.156006,134.335999,134.335999,0
2023-02-22,134.975998,135.048004,134.382996,134.975998,134.975998,0
2023-02-23,134.932007,135.343002,134.643997,134.932007,134.932007,0
2023-02-24,134.628006,136.423996,134.181000,134.628006,134.628006,0
2023-02-27,136.395004,136.475998,135.929001,136.395004,136.395004,0
2023-02-28,136.317001,136.908997,136.022003,136.317001,136.317001,0
2023-03-01,136.348007,136.462006,135.259995,136.348007,136.348007,0
2023-03-02,136.194000,137.065002,136.087997,136.194000,136.194000,0
2023-03-03,136.705002,136.740005,135.828003,136.705002,136.705002,0
2023-03-06,135.869995,136.179001,135.395004,135.860001,135.860001,0
2023-03-07,135.998993,136.947006,135.580994,135.998993,135.998993,0
2023-03-08,137.391006,137.895996,136.505997,137.391006,137.391006,0
2023-03-09,137.225998,137.251999,135.990005,137.225998,137.225998,0
2023-03-10,136.395004,136.979004,134.171997,136.395004,136.395004,0
2023-03-13,134.970001,135.020004,132.292999,134.979996,134.979996,0
2023-03-14,133.113998,134.873001,133.070999,133.113998,133.113998,0
2023-03-15,134.397003,135.057999,132.251999,134.397003,134.397003,0
2023-03-16,132.929001,133.457993,131.744003,132.929001,132.929001,0
2023-03-17,133.367996,133.565994,131.837006,133.367996,133.367996,0
2023-03-20,132.283997,132.630005,130.557999,132.283997,132.283997,0
2023-03-21,131.391998,132.436996,131.048004,131.391998,131.391998,0
2023-03-22,132.348007,132.992996,132.266998,132.348007,132.348007,0
2023-03-23,131.179001,131.636002,130.447998,131.179001,131.179001,0
2023-03-24,130.865005,130.919006,129.673996,130.865005,130.865005,0
2023-03-27,130.845993,131.740997,130.509003,130.845993,130.845993,0
2023-03-28,131.233002,131.276001,130.445999,131.233002,131.233002,0
2023-03-29,131.046005,132.697998,130.927994,131.046005,131.046005,0
2023-03-30,132.576004,132.932999,132.222000,132.576004,132.576004,0
2023-03-31,133.201004,133.563995,132.725998,133.201004,133.201004,0
2023-04-03,133.347000,133.731003,132.220993,133.347000,133.347000,0
2023-04-04,132.298996,133.139999,131.574005,132.298996,132.298996,0
2023-04-05,131.485001,131.839005,130.684006,131.485001,131.485001,0
2023-04-06,130.934006,131.852997,130.791000,130.934006,130.934006,0
2023-04-07,131.669006,132.315994,131.524994,131.669006,131.669006,0
2023-04-10,132.097000,133.841995,132.014008,132.097000,132.097000,0
2023-04-11,133.468994,133.666000,132.981003,133.468994,133.468994,0
2023-04-12,133.593994,134.022995,132.781006,133.593994,133.593994,0
2023-04-13,133.085007,133.367004,132.029999,133.085007,133.085007,0
2023-04-14,132.487000,133.755997,132.175995,132.487000,132.487000,0
2023-04-17,133.970993,134.565002,133.714005,133.970993,133.970993,0
2023-04-18,134.425003,134.692993,133.867996,134.425003,134.425003,0
2023-04-19,134.044006,135.046997,133.960999,134.044006,134.044006,0
2023-04-20,134.703995,134.960007,134.026993,134.703995,134.703995,0
2023-04-21,133.996002,134.464996,133.554993,133.996002,133.996002,0
2023-04-24,133.960999,134.725006,133.889999,133.960999,133.960999,0
2023-04-25,134.084000,134.449005,133.746994,134.084000,134.084000,0
2023-04-26,133.710999,133.865997,133.026001,133.710999,133.710999,0
2023-04-27,133.464996,134.182007,133.294998,133.464996,133.464996,0
2023-04-28,133.802002,136.529007,133.733994,133.802002,133.802002,0
2023-05-01,136.386002,137.401993,136.263000,136.386002,136.386002,0
2023-05-02,137.520996,137.764999,136.408997,137.520996,137.520996,0
2023-05-03,136.466003,136.569000,135.072006,136.466003,136.466003,0
2023-05-04,134.544006,134.869995,133.686005,134.544006,134.544006,0
2023-05-05,134.179001,135.085007,133.886002,134.179001,134.179001,0
2023-05-08,135.199005,135.205994,134.664001,135.199005,135.199005,0
2023-05-09,135.072998,135.335999,134.737000,135.072998,135.072998,0
2023-05-10,135.287994,135.455994,134.309998,135.287994,135.287994,0
2023-05-11,134.087006,134.841003,133.751999,134.087006,134.087006,0
2023-05-12,134.498001,135.628998,134.401993,134.498001,134.498001,0
2023-05-15,135.822006,136.311996,135.716003,135.822006,135.822006,0
2023-05-16,136.044998,136.675003,135.697998,136.044998,136.044998,0
2023-05-17,136.429993,137.565994,136.304001,136.429993,136.429993,0
2023-05-18,137.613998,138.658997,137.311005,137.613998,137.613998,0
2023-05-19,138.619995,138.647003,137.462006,138.619995,138.619995,0
2023-05-22,137.692001,138.658997,137.503998,137.692001,137.692001,0
2023-05-23,138.671997,138.876007,138.253006,138.671997,138.671997,0
2023-05-24,138.598007,139.177002,138.248993,138.598007,138.598007,0
2023-05-25,139.283005,139.876007,139.205994,139.283005,139.283005,0
2023-05-26,140.016998,140.681000,139.514008,140.016998,140.016998,0
2023-05-29,140.871002,140.901001,140.119995,140.871002,140.871002,0
2023-05-30,140.440994,140.903000,139.580002,140.440994,140.440994,0
2023-05-31,139.792007,140.341003,139.315994,139.792007,139.792007,0
2023-06-01,139.126999,139.945999,138.496994,139.126999,139.126999,0
2023-06-02,138.748001,139.796997,138.610001,138.748001,138.748001,0
2023-06-05,140.207001,140.445007,139.255997,140.207001,140.207001,0
2023-06-06,139.382996,139.960999,139.117004,139.382996,139.382996,0
2023-06-07,139.526993,140.026001,139.042999,139.526993,139.526993,0
2023-06-08,139.899002,140.089996,138.824997,139.899002,139.899002,0
2023-06-09,138.863007,139.714996,138.899994,138.863007,138.863007,0
2023-06-12,139.371002,139.725006,139.070999,139.371002,139.371002,0
2023-06-13,139.460007,140.106995,139.016006,139.460007,139.460007,0
2023-06-14,140.177002,140.192993,139.296997,140.177002,140.177002,0
2023-06-15,139.977005,141.475998,139.960007,139.977005,139.977005,0
2023-06-16,140.268005,141.865997,139.862000,140.268005,140.268005,0
2023-06-19,141.867004,141.996002,141.453995,141.867004,141.867004,0
2023-06-20,141.899002,142.223999,141.244995,141.899002,141.899002,0
2023-06-21,141.335007,142.328995,141.371002,141.335007,141.335007,0
2023-06-22,141.688004,142.934006,141.626007,141.688004,141.688004,0
2023-06-23,143.029999,143.854004,142.761993,143.029999,143.029999,0
2023-06-26,143.541000,143.682007,142.973007,143.541000,143.541000,0
2023-06-27,143.460007,144.162994,143.292007,143.460007,143.460007,0
2023-06-28,143.882004,144.595001,143.735992,143.882004,143.882004,0
2023-06-29,144.389008,144.891998,144.138000,144.389008,144.389008,0
2023-06-30,144.779999,145.033005,144.227997,144.779999,144.779999,0
