Date,Close,SMA_3,EMA_3,RSI,MACD_line,MACD_signal,slow_K,slow_D,BB_MA,BB_upper,BB_lower,STDDEV,ADX,ROC,MOM,positions
1996-12-13,113.8499984741211,113.28666432698567,113.47278315454605,61.761370217490416,0.2564972433747812,0.17654629853615209,90.4457608257242,90.4457608257242,113.12888844807942,113.95735151148136,112.30042538467748,0.7402842497056114,13.775563234631019,1.0070764741332827,0.7999954223632955,0
1996-12-16,113.81999969482422,113.5999984741211,113.64639142468513,61.16167950332009,0.32300152361477785,0.225364706895694,74.7311254583788,74.7311254583788,113.18666585286458,114.1206181114456,112.25271359428356,0.5831826839640514,13.10754812694187,1.0139866342523316,1.5699996948242188,0
1996-12-17,113.81999969482422,113.82999928792317,113.73319555975468,61.16167950332009,0.3483372902708197,0.2663555680207359,74.7311254583788,74.7311254583788,113.27222103542752,114.27867977305651,112.26576229779853,0.5374090055998578,12.249845267780497,1.0077025477652797,0.870002746582017,0
1996-12-18,113.62999725341795,113.7566655476888,113.68159640658632,56.437490404241466,0.30901859176591984,0.2805765759357972,64.51594378860764,64.51594378860764,113.42555406358507,114.14066928286518,112.71043884430496,0.5361429237331323,11.522748305451048,1.0020281809915723,0.2299957275390483,1
1996-12-19,114.01000213623048,113.81999969482422,113.8457992714084,63.089781847679205,0.35237459356709167,0.304509248479562,83.03039270538166,83.03039270538166,113.54333241780598,114.25551413964251,112.83115069596946,0.5495933383677704,11.063523880966162,1.0058227055226654,0.6600036621093892,0
1996-12-20,114.25,113.96333312988281,114.0478996357042,66.82282313580555,0.4129828748377946,0.3406671239323062,86.20662439820052,86.20662439820052,113.63777669270833,114.46502491520319,112.81052847021347,0.5144709796287361,10.921317051257626,1.012136807050999,1.3700027465820455,0
1996-12-23,114.0500030517578,114.10333506266277,114.048951343731,60.84047654208874,0.3894640549103485,0.35693276759165365,68.96556260029868,68.96556260029868,113.71555497911241,114.55153298523611,112.87957697298872,0.5390606346251428,10.556589557917494,1.0081322887003963,0.9200057983398438,1
1996-12-24,114.4000015258789,114.23333485921223,114.22447643480496,66.892053581314,0.43243342310664445,0.38209965276331725,92.0001220703125,92.0001220703125,113.88444434271918,114.57919643865043,113.18969224678793,0.5765375247158939,10.427546106259417,1.0048309447442183,0.5500030517578125,0
1996-12-25,114.62999725341795,114.36000061035156,114.42723684411146,70.3990637351847,0.4873966051623313,0.4171986368963219,95.6830781052747,95.6830781052747,114.05111100938585,114.65579267049407,113.44642934827763,0.5137213365629018,10.5734736020133,1.0071164783057944,0.8099975585937358,0
1996-12-26,114.87999725341795,114.63666534423828,114.65361704876472,73.90446695956267,0.5512336028130562,0.46187695886856667,83.8706700301481,83.8706700301481,114.16555531819661,114.94055881803642,113.3905518183568,0.5448818640034149,11.225884254415801,1.0093129288476175,1.0599975585937358,0
1996-12-27,115.25,114.91999816894531,114.95180852438236,78.33455092967114,0.6425876901966916,0.522113869311275,61.84209205440909,61.84209205440909,114.32444424099393,115.30895062078734,113.33993786120051,0.6333995721079391,12.932136161268046,1.0142568228965905,1.6200027465820455,0
1996-12-30,116.1999969482422,115.44333140055339,115.57590273631229,85.63796382432268,0.8670191182960849,0.6370822856395449,100.00000000000001,100.00000000000001,114.58888838026259,116.05171306924194,113.12606369128324,0.8226437508088692,14.589024413981756,1.019208795465111,2.1899948120117188,0
1996-12-31,115.9000015258789,115.78333282470703,115.7379521310956,76.17727420699555,0.8993126084326946,0.7244923932372614,73.89167004915888,73.89167004915888,114.8411110772027,116.33802271963731,113.34419943476809,0.8439085337945714,16.338364941949994,1.014442026484717,1.6500015258789062,0
1997-01-01,115.8499984741211,115.98333231608073,115.79397530260835,74.57521107710956,0.8702618165448115,0.7730822010064448,71.42846404786602,71.42846404786602,115.0455551147461,116.53516512699653,113.55594510249566,0.8386294473602246,17.962752575063355,1.0157825109530811,1.7999954223632955,0
1997-01-02,115.6500015258789,115.8000005086263,115.72198841424363,67.91073133535058,0.7753885813703931,0.7738509944610942,54.913452845581865,54.913452845581865,115.20111083984375,116.61646784155815,113.78575383812935,0.8501581417790578,18.490637898216722,1.0109265732808337,1.25,1
1997-01-03,116.41000366210938,115.97000122070312,116.06599603817651,77.01664337206925,0.8460717816762298,0.7979245901994727,79.57791126250444,79.57791126250444,115.46333312988281,116.80079468847019,114.12587157129543,0.9098479344226144,19.522463913829373,1.0155282775132262,1.7800064086914205,0
1997-01-06,115.70999908447266,115.92333475748698,115.88799756132458,59.01986717850117,0.7062163706104769,0.7673551836698075,25.29406748854472,25.29406748854472,115.608888414171,116.71730081688565,114.50047601145636,0.8756619398924543,20.757123928994847,1.0072249464736995,0.8300018310547017,0
1997-01-07,115.22000122070312,115.78000132242839,115.55399939101386,49.56189323716246,0.4931254770947078,0.6759452814781076,19.265968355516264,19.265968355516264,115.67444441053603,116.59787465077348,114.75101417029857,0.7810080328046212,20.840155177744926,0.9997397069041486,-0.029998779296875,1
1997-01-08,115.8499984741211,115.5933329264323,115.70199893256748,59.336438423512824,0.47952498879364214,0.6104718505832858,48.16492088878968,48.16492088878968,115.78222232394748,116.51669292861756,115.0477517192774,0.7273591308441179,20.91725562301286,0.9969879648596118,-0.34999847412110796,0
1997-01-09,116.30999755859376,115.79333241780598,116.00599824558063,65.09814790828605,0.5474443053500835,0.589462668838885,69.26579336942798,69.26579336942798,115.8999998304579,116.59416539903535,115.20583426188045,0.7074342728664177,21.51086572636564,1.003537498078663,0.40999603271485796,0
1997-01-10,116.11000061035156,116.08999888102214,116.0579994279661,60.733141556372004,0.5225876964012883,0.5671710113596861,60.09162271599434,60.09162271599434,115.89000023735895,116.5690192233369,115.210981251381,0.6080436517522257,21.132383740425905,1.0022442998675443,0.26000213623046875,1
1997-01-13,116.4800033569336,116.3000005086263,116.26900139244984,65.69757247187911,0.5633974260356922,0.5659131495850215,89.83982309550171,89.83982309550171,115.9544448852539,116.72847500354057,115.18041476696725,0.5483960608247226,20.780936182053292,1.0071768423701142,0.8300018310546875,0
1997-01-14,116.94000244140624,116.51000213623047,116.60450191692803,71.01307439499432,0.6595613515027452,0.5971292168909293,96.6824798779284,96.6824798779284,116.07555643717448,117.0590713301646,115.09204154418437,0.5350156435423994,21.046721952955206,1.0045528628350122,0.5299987792968608,0
1997-01-15,116.7699966430664,116.73000081380208,116.68724927999722,66.56551000584852,0.6527573770584496,0.6156719369467695,68.85944218574828,68.85944218574828,116.2000003390842,117.2194123984371,115.1805882797313,0.49465157301150514,21.812784052761746,1.0091608120904048,1.05999755859375,0
1997-01-16,116.54000091552734,116.75,116.61362509776228,60.57730447811783,0.5736743913512043,0.6016727550815811,58.77193863039343,58.77193863039343,116.21444447835286,117.24892200145555,115.17996695525017,0.4563811811733466,21.62280861969743,1.0114563416146451,1.3199996948242188,1
1997-01-17,117.31999969482422,116.87666575113933,116.96681239629325,70.92578129640988,0.6661392957358458,0.6231616019663361,89.9998092658644,89.9998092658644,116.3933334350586,117.56477116135424,115.22189570876294,0.5489191834301524,21.507782299490035,1.0126888324563206,1.470001220703125,0
1997-01-20,117.91000366210938,117.25666809082031,117.43840802920131,76.39414762741089,0.8152388458223214,0.6871873499183312,83.82382090378412,83.82382090378412,116.69222259521484,117.8861268909647,115.49831829946498,0.6912332313845823,22.34985272289001,1.0137563935783729,1.6000061035156108,0
1997-01-21,117.87999725341795,117.70333353678386,117.65920264130963,75.55101532077303,0.8619939629861193,0.7454562209409272,80.97559704797528,80.97559704797528,116.91777801513672,118.15619218801798,115.67936384225546,0.7762770883975231,23.160978918471137,1.0152441360241333,1.769996643066392,1
1997-01-22,117.93000030517578,117.9066670735677,117.79460147324271,76.06459253407445,0.8637686686567889,0.7848937035128811,83.41477575112488,83.41477575112488,117.0977783203125,118.39980283542744,115.79575380519756,0.8174438307980109,23.914167528653618,1.0124484624523826,1.4499969482421875,0
1997-01-23,119.1999969482422,118.33666483561198,118.49729921074245,85.2472808655739,1.0933961864094925,0.8877278644784182,81.92752534131282,81.92752534131282,117.4411112467448,119.10070604405766,115.78151644943193,1.0396524790410082,26.06757946503573,1.019326102784788,2.259994506835966,0
