,Model,PnL,Standard Deviation,market_returns,excess_returns,mean_returns,sharpe_ratio
0,logreg_lev4,49808.35205987638,1837.1694128096792,-4204.564145806054,54012.916205682435,2842.7850634569704,1.5473723019965537
1,gbt_lev4,21028.310686642682,1456.6254427666172,-4204.564145806054,25232.874832448735,1328.0460438130913,0.9117278916196117
