,Date,Open,High,Low,Close,Adj Close,Volume,Daily_Change,Daily_Change_Open_to_Close,%K,%D,Slow %K,Slow %D,KalmanFilterEst,isLocalPeak,isLocalTrough,Label,Short_Moving_Avg,Long_Moving_Avg,RSI,BBand_Upper,BBand_Middle,BBand_Lower,Bollinger_Bandwidth,Bollinger_PercentB,HurstExponent,DaysSincePeak,DaysSinceTrough,PriceChangeSincePeak,PriceChangeSinceTrough,FourierSignalSell,FourierSignalBuy,KalmanFilterEst_1st_Deriv,KalmanFilterEst_2nd_Deriv,Short_Moving_Avg_1st_Deriv,Short_Moving_Avg_2nd_Deriv,Long_Moving_Avg_1st_Deriv,Long_Moving_Avg_2nd_Deriv,Interest_Rate_Difference,Interest_Rate_Difference_Change,Currency_Account_difference
0,2003-11-25,109.37000274658205,110.0199966430664,109.27999877929688,109.4000015258789,109.4000015258789,0,0.018288784936237867,-0.009137417340350834,64.25996160509416,54.444082616063106,54.444082616063106,45.36983238666812,109.31029320558807,True,False,Sell,109.12799987792968,109.08750038146972,46.47239784270569,110.52256043807039,109.08750038146972,107.65244032486906,0.026310256474525107,0.6088808593660632,0.5698244237874341,0,4,0.0,0.3300018310547017,False,False,14.515111130423008,-2024.9183883305477,26.800079345701988,1940.0177001951135,6.25,150.00152587887783,-1.306,0.29000000000000137,1.3834677263828938
1,2003-11-26,109.37999725341795,109.76000213623048,108.88999938964844,109.0500030517578,109.0500030517578,0,-0.3199254746247049,-0.01828544075131447,51.624622316969294,59.80745625028063,59.80745625028063,53.074555728073186,109.14942504358402,False,True,Buy,109.11600036621094,109.12900047302246,41.46344867369422,110.50823163088347,109.12900047302246,107.74976931516144,0.02527707853792669,0.4713617906561895,0.5428386633945789,1,0,0.009994506835909078,0.0,False,False,-16.086816200404996,-3060.1927330828003,-1.1999511718741473,-2800.0030517576133,4.1500091552734375,-209.99908447265625,-1.3350000000000002,0.40999999999999703,1.3797839895985253
2,2003-11-28,109.26000213623048,109.63999938964844,109.12999725341795,109.62000274658205,109.62000274658205,0,0.3111310130702316,-0.018298538881554607,83.33354526149866,68.0416149471809,68.0416149471809,63.17760830861362,109.47108233608898,True,False,Sell,109.34600067138672,109.14400062561035,57.82072941807462,110.46553710053959,109.14400062561035,107.8224641506811,0.024216383261640332,0.6800942047389136,0.5018669620535281,0,2,0.0,-0.11999511718747158,False,False,24.095828579636702,1602.5927908776794,17.40005493164034,1180.007934570284,-1.8999862670909806,-529.998779297074,-1.376,0.20000000000000018,1.3724165160297883
3,2003-12-01,109.83000183105467,109.98999786376952,109.0500030517578,109.16999816894533,109.16999816894533,0,-0.41051319682688936,0.19157004124338578,64.5833068423131,72.36117645562884,72.36117645562884,67.36218171039634,109.28500208731975,False,False,Hold,109.30400085449219,109.06250038146973,53.27869365048206,110.14488472297704,109.06250038146973,107.98011603996243,0.019848881837871556,0.5496578633639023,0.503963558121786,3,5,0.5699996948241903,0.45000457763671875,False,False,-18.60802487692297,-4270.385345655967,-4.199981689453125,-2160.003662109347,-8.150024414061363,-625.0038146970383,-1.396,-0.30000000000000027,1.3613653056766828
4,2003-12-02,109.18000030517578,109.77999877929688,108.4800033569336,108.7300033569336,108.7300033569336,0,-0.4030363830645367,0.009161982594316616,46.25014305151094,64.72233171844091,64.72233171844091,68.37504104041686,108.94199400822806,False,False,Hold,109.17000122070313,109.02150039672851,50.38761982266718,110.08893233897135,109.02150039672851,107.95406845448568,0.019582044612456374,0.36345872356862385,0.48304625454485095,4,6,-0.08000183105470171,-0.1999969482421733,True,False,-34.300807909168896,-1569.2783032245927,-13.399963378905966,-919.9981689452841,-4.099998474121946,405.0025939939417,-1.3659999999999999,0.11000000000000121,1.3576815688923143
5,2003-12-03,108.7300033569336,108.79000091552734,108.04000091552734,108.3000030517578,108.3000030517578,0,-0.3954752983536758,0.0,28.33341810459825,46.38895599947411,46.38895599947411,61.15748805784793,108.54522177665939,False,False,Hold,109.02000122070312,108.94350051879883,52.16696465747372,109.982042857654,108.94350051879883,107.90495817994366,0.01906570532265868,0.19019199171485515,0.4741226492477352,5,7,-0.5299987792968892,-0.6499938964843608,False,False,-39.67722315686757,-537.6415247698674,-15.000000000000568,-160.00366210946027,-7.799987792968466,-369.99893188465194,-1.377,-0.09000000000000119,1.3539978321079458
6,2003-12-04,108.3000030517578,108.45999908447266,107.9000015258789,108.2699966430664,108.2699966430664,0,-0.027706747780098517,0.0,27.083147896188677,33.88890301743263,33.88890301743263,48.33339691178253,108.3751232895407,False,False,Hold,108.81800079345703,108.84850044250489,49.74952969152616,109.76082293404671,108.84850044250489,107.93617795096306,0.016763161418539323,0.18294994105603743,0.4812901049767984,6,8,-0.9599990844726847,-1.0799942016601562,True,True,-17.009848711869324,2266.7374444998245,-20.20004272460909,-520.0042724608522,-9.500007629394247,-170.00198364257812,-1.3679999999999999,-0.7999999999999985,1.3503140953235773
7,2003-12-05,108.25,108.41999816894533,107.48999786376952,107.62000274658205,107.62000274658205,0,-0.6003453557195448,-0.018469237726430495,5.138535396790113,20.185033799192357,20.185033799192357,33.487630938699674,107.90843312838898,False,False,Hold,108.41800079345703,108.76300048828125,38.27995337455522,109.79186586345365,108.76300048828125,107.73413511310885,0.018919400357721047,-0.055465160593862306,0.4753283101179242,7,9,-1.010002136230483,-1.1299972534179545,False,False,-46.66901611517176,-2965.9167403302436,-40.00000000000057,-1979.9957275391478,-8.549995422363565,95.00122070306816,-1.288,0.30000000000000027,1.3466303585392088
8,2003-12-08,107.54000091552734,107.76000213623048,107.08999633789062,107.41000366210938,107.41000366210938,0,-0.1951301608560274,-0.0743373248587308,10.921750542259812,14.38114461174621,14.38114461174621,22.818360476123704,107.60038677723371,False,False,Hold,108.06600189208984,108.69700050354004,43.73801935719065,109.88318863721702,108.69700050354004,107.51081236986306,0.02182559092122044,-0.04249271464265794,0.48658674677858826,10,12,-1.7200012207031392,-1.8399963378906108,False,True,-30.804635115526935,1586.4380999644823,-35.19989013671818,480.0109863282387,-6.599998474121094,194.99969482424717,-1.318,0.20000000000000018,1.3355791481861032
9,2003-12-09,107.41999816894533,107.4800033569336,106.80999755859376,107.08999633789062,107.08999633789062,0,-0.2979306519953484,0.009305005581595967,8.72270589269843,8.26099727724946,8.26099727724946,14.27572522939598,107.28494813818669,False,True,Buy,107.73800048828124,108.61300048828124,27.35424628195902,109.98931624733872,108.61300048828124,107.23668472922377,0.02534348103578951,-0.05329023894691053,0.5202003298427268,11,0,-1.8400039672851562,0.0,False,True,-31.543863904701652,-73.92287891747173,-32.80014038085994,239.9749755858238,-8.400001525879475,-180.0003051758381,-1.338,-0.20000000000000018,1.3318954114017347
10,2003-12-10,107.08999633789062,108.66000366210938,107.0500030517578,108.37999725341795,108.37999725341795,0,1.2045951626117546,0.0,48.909661763411975,22.851372732790082,22.851372732790082,15.164504873928555,107.96172571075012,True,False,Sell,107.75399932861328,108.59800033569336,44.50352859057925,109.97760366879972,108.59800033569336,107.218397002587,0.025407527373281103,0.4209906655616223,0.5174759693011837,0,1,0.0,-0.3300018310547017,False,False,67.67775725634237,9922.162116104402,1.599884033203125,3440.002441406307,-1.5000152587887783,689.9986267090696,-1.318,-0.6000000000000005,1.3282116746173662
11,2003-12-11,108.37999725341795,108.41999816894533,107.93000030517578,107.9800033569336,107.9800033569336,0,-0.3690661622264835,0.0,36.44878916007682,31.36038560539575,31.36038560539575,20.824251871811736,107.97302191732585,False,False,Hold,107.69600067138671,108.59550056457519,43.35063453097682,109.97938613095444,108.59550056457519,107.21161499819594,0.025486977990516937,0.2776199049275577,0.5128793212135124,1,2,1.2900009155273295,0.9599990844726278,False,False,1.1296206575735823,-6654.81365987688,-5.79986572265625,-739.9749755859375,-0.24997711181669047,125.00381469720878,-1.258,0.10000000000000009,1.3245279378329977
12,2003-12-12,107.9800033569336,108.02999877929688,107.61000061035156,107.68000030517578,107.68000030517578,0,-0.2778320452224259,0.0,27.10289703166524,37.487115985051354,37.487115985051354,30.566291441079034,107.79192460157881,False,True,Buy,107.70800018310547,108.56450042724609,34.43228152151764,110.00027882788939,108.56450042724609,107.12872202660279,0.026450237324225148,0.19197888696681661,0.4816431210185661,2,0,0.8900070190429688,0.0,False,False,-18.109731574703858,-1923.935223227744,1.1999511718755684,699.9816894531818,-3.1000137329101562,-285.0036621093466,-1.268,0.20000000000000018,1.3208442010486294
13,2003-12-15,108.08999633789062,108.16000366210938,107.4000015258789,107.73999786376952,107.73999786376952,0,0.055718386351877314,0.38075411548372434,29.245289809000614,30.932325333580902,30.932325333580902,33.25994230800931,107.75983211268776,True,False,Sell,107.7739990234375,108.50100021362304,34.909057617187415,109.96441985546363,108.50100021362304,107.03758057178246,0.02697522859622165,0.2399917535286082,0.5141372703706912,0,3,0.0,0.10999298095703125,False,False,-3.209248889105254,1490.0482685598604,6.599884033202841,539.9932861327272,-6.350021362304403,-325.0007629394247,-1.288,-0.18999999999999906,1.3097929906955237
14,2003-12-16,107.7300033569336,107.81999969482422,107.37999725341795,107.51000213623048,107.51000213623048,0,-0.21347292751002778,-0.009276505507788033,22.012720454692875,26.120302431786254,26.120302431786254,31.513247916806147,107.60542869582858,False,False,Hold,107.85800018310547,108.47350044250489,35.68771652672365,109.98878618057654,108.47350044250489,106.95821470443323,0.027938357882620623,0.18207372310500777,0.5344861186480445,1,4,-0.35999298095703125,-0.25,False,False,-15.440341685918213,-1223.109279681296,8.400115966797728,180.0231933594887,-2.749977111815838,360.00442504885655,-1.2690000000000001,-0.20000000000000018,1.3061092539111554
15,2003-12-17,107.52999877929688,107.79000091552734,107.16999816894533,107.37999725341795,107.37999725341795,0,-0.1209235236064754,0.018599797850485992,17.92451698499719,23.06084241623024,23.06084241623024,26.704490060532436,107.4661044022859,False,True,Buy,107.65800018310547,108.3870002746582,32.00758314657216,109.94401186871671,108.3870002746582,106.8299886805997,0.028730596660355233,0.1766231461978404,0.534950189985352,2,0,-0.55999755859375,0.0,False,False,-13.93242935426855,150.79123316496634,-20.000000000000284,-2840.011596679801,-8.650016784667969,-590.0039672852131,-1.249,-0.19000000000000128,1.3024255171267867
16,2003-12-18,107.37000274658205,108.05999755859376,107.25,107.6500015258789,107.6500015258789,0,0.25144745703777893,-0.009307605784643423,26.415216562022202,22.11748466723743,22.11748466723743,23.766209838417947,107.57975907509972,False,False,Hold,107.59199981689453,108.31950035095215,31.09406255216811,109.88140298674986,108.31950035095215,106.75759771515445,0.02883880798447531,0.2856784380380676,0.5600809462320564,3,1,-0.7199935913085795,-0.15999603271482954,False,False,11.36546728138228,2529.789663565083,-6.600036621094318,1339.9963378905966,-6.7499923706051845,190.00244140627842,-1.23,0.11000000000000121,1.2987417803424184
17,2003-12-19,107.63999938964844,107.98999786376952,107.4800033569336,107.70999908447266,107.70999908447266,0,0.0557339133704815,-0.009291347969060873,30.30306922452469,24.88093425718137,24.88093425718137,23.353087113549652,107.6602518275873,True,False,Sell,107.5979995727539,108.26750030517579,34.85478032249212,109.83783663662453,108.26750030517579,106.69716397372704,0.02900845271244657,0.322489867444894,0.577665617378215,0,2,0.0,0.1100006103515625,False,False,8.049275248758647,-331.61920326236327,0.5999755859377842,720.0012207032103,-5.200004577636719,154.99877929684658,-1.241,0.20000000000000018,1.2950580435580499
18,2003-12-22,107.88999938964844,107.91999816894533,107.27999877929688,107.48999786376952,107.48999786376952,0,-0.20425329363396028,0.16711568722102965,34.34339152984395,30.353892438796958,30.353892438796958,25.78410378773856,107.55502909122852,False,False,Hold,107.54799957275391,108.17300033569336,36.52169730583198,109.69076426142485,108.17300033569336,106.65523640996187,0.028061788450378718,0.2749971321809256,0.5583404072520802,3,5,0.25,0.3600006103515625,False,False,-10.52227363587832,-1857.1548884636968,-4.999999999999716,-559.99755859375,-9.449996948242756,-424.9992370606037,-1.2610000000000001,0.08999999999999897,1.2840068332049444
19,2003-12-24,107.41000366210938,107.52999877929688,107.11000061035156,107.26000213623048,107.26000213623048,0,-0.15824087169541423,-0.01861364889658559,24.324491512842272,30.727144817421095,30.727144817421095,31.267013770288845,107.34317711278962,False,False,Hold,107.50800018310547,107.98500022888183,38.44398586552702,109.393695010654,107.98500022888183,106.57630544710966,0.02609056403734484,0.242670271079132,0.5965531583135535,5,7,-0.2299957275390625,-0.1199951171875,False,False,-13.457993908616572,-573.0789973343065,-2.399902343749716,-79.98657226551131,-8.950004577637571,90.00015258777694,-1.27,-0.10000000000000009,1.2766393596362073
20,2003-12-26,107.22000122070312,107.51000213623048,106.91000366210938,107.4499969482422,107.4499969482422,0,0.19582160449076458,-0.018646627624698788,34.59444746869923,27.387374012305674,27.387374012305674,28.380531385219427,107.38483808513587,True,False,Sell,107.3739990234375,107.77449989318848,50.53466881540583,108.82587039593444,107.77449989318848,106.72312939044251,0.019510561473965442,0.34567621780393376,0.5133572818561252,0,1,0.0,-0.04999542236328125,False,False,10.54292551743572,1691.975380024644,-5.200042724608522,300.00305175789777,-10.850028991698935,-65.00244140625,-1.26,0.40000000000000036,1.2692718860674703
21,2003-12-29,107.31999969482422,107.3499984741211,106.83000183105467,107.0500030517578,107.0500030517578,0,-0.372260500553645,-0.12098395263854833,12.02191259974476,23.2865143746065,23.2865143746065,25.900321237614566,107.17789865388401,False,False,Hold,107.28600006103515,107.6685001373291,49.47652658110524,108.5493702686179,107.6685001373291,106.7876300060403,0.016362634013945936,0.14892833597026245,0.5331552996840317,3,4,0.09999847412109375,0.0500030517578125,False,False,-20.6939431251854,-3123.686864262112,-8.799896240235228,-359.98535156267053,-10.599975585937216,25.005340576171875,-1.3,-0.30000000000000027,1.2582206757143648
22,2003-12-30,107.06999969482422,107.16000366210938,106.86000061035156,106.95999908447266,106.95999908447266,0,-0.0840765667625698,0.018679722089080416,8.175946718873705,18.264102262439238,18.264102262439238,22.979330216450446,107.04322931385383,False,True,Buy,107.19199981689454,107.57999992370605,22.900747798537722,108.36717205754245,107.57999992370605,106.79282778986966,0.01463417241856557,0.1061847132394421,0.5398570014589225,4,0,-0.15000152587890625,0.0,False,False,-13.466934003018594,722.7009122166805,-9.400024414061647,-60.01281738264197,-8.850021362304972,174.9954223632244,-1.27,0.7000000000000006,1.2545369389299963
23,2004-01-05,106.93000030517578,107.31999969482422,106.01000213623048,106.23999786376952,106.23999786376952,0,-0.6267007533340085,0.018704183314412683,11.219328835080509,21.108232432326158,21.108232432326158,28.178427665655523,106.55079583656175,False,False,Hold,106.96200103759766,107.39249992370605,30.34055800682181,108.25567708885927,107.39249992370605,106.52932275855284,0.01607518524601694,-0.16759299623731566,0.587252313543594,5,6,-0.029998779296875,-0.1399993896484375,True,False,-50.28816836123866,-2704.1249796879183,-16.200103759764772,-540.0238037107385,-5.850028991699219,-230.0033569335369,-1.34,-0.5000000000000004,1.2881798641712168
24,2004-01-06,106.23999786376952,106.38999938964844,105.9800033569336,106.2300033569336,106.2300033569336,0,-0.00940748026815319,0.0,12.019264274893638,12.257503215060417,12.257503215060417,21.99075196636521,106.35253518081619,False,False,Hold,106.81600189208984,107.3495002746582,31.511355775034147,108.34431528703239,107.3495002746582,106.35468526228401,0.018534134016998938,-0.06266587445883666,0.6110764715471437,6,7,-0.7200012207031392,-0.8300018310547017,False,True,-19.826065574555685,3046.2102786682976,-14.599914550781534,160.0189208983238,-4.299964904785725,155.0064086913494,-1.29,-0.10000000000000009,1.2956451965763345
25,2004-01-07,106.22000122070312,106.41000366210938,105.95999908447266,106.18000030517578,106.18000030517578,0,-0.0470705546245731,-0.009415547316572605,10.837505073738406,11.358699394570857,11.358699394570857,14.908145013985783,106.24590276342568,False,False,Hold,106.57200164794922,107.2395004272461,24.567447557801756,108.24070883421419,107.2395004272461,106.23829202027801,0.018672381034585923,-0.02911068000255341,0.6227655729220977,7,8,-0.7399978637695312,-0.8499984741210938,True,False,-10.663241739051443,916.2823835504241,-24.400024414062216,-980.0109863280682,-10.9999847412098,-670.0019836424076,-1.28,-0.009999999999998899,1.3031105289814524
26,2004-01-08,106.19000244140624,106.25,106.04000091552734,106.16999816894533,106.16999816894533,0,-0.00941998135403077,0.009419981354028101,10.714244008392985,11.190337785675018,11.190337785675018,11.602180131768735,106.19899114413454,False,True,Buy,106.34600067138672,107.14900016784668,22.88734569974143,108.19243449003076,107.14900016784668,106.1055658456626,0.01947632400768211,0.030875121659723982,0.5832497390265633,8,0,-0.7699966430664205,0.0,False,True,-4.6911619291137185,597.2079809937725,-22.600097656250284,179.99267578119316,-9.050025939941975,194.9958801267826,-1.2790000000000001,-0.8000000000000007,1.3105758613865701
27,2004-01-09,106.18000030517578,108.20999908447266,106.11000061035156,106.58000183105467,106.58000183105467,0,0.38617657453183796,0.00942086879811227,27.555677625867425,16.369142235999615,16.369142235999615,12.972726472081803,106.43446869872812,False,False,Hold,106.28000030517578,107.09400024414063,34.98359557747848,108.1356406862127,107.09400024414063,106.05235980206857,0.019452825362717852,0.2532745502548389,0.5356697404197001,9,1,-0.779998779296875,-0.01000213623045454,False,False,23.547755459358655,2823.8917388472373,-6.600036621094318,1600.0061035155966,-5.4999923706049,355.00335693370744,-1.199,-0.3200000000000003,1.3180411937916878
28,2004-01-13,106.5999984741211,106.5999984741211,106.12999725341795,106.23999786376952,106.23999786376952,0,-0.33771164681486443,0.0,12.44439019097159,22.814828378182458,22.814828378182458,20.474027866057188,106.35335539219615,False,True,Buy,106.35399932861328,106.97350006103515,33.96223699047512,108.02399094495225,106.97350006103515,105.92300917711806,0.01964020777702367,0.1508764576183003,0.5128566687214265,1,0,-0.01000213623046875,0.0,False,False,-18.341633387495904,-2857.1936121794297,0.19989013671875,-700.0122070313353,-6.350021362304403,-65.00244140610789,-1.167,0.08000000000000007,1.347902523412159
29,2004-01-14,106.23999786376952,106.31999969482422,105.9499969482422,106.23999786376952,106.23999786376952,0,0.0,0.0,12.831886787993003,17.90689809889098,17.90689809889098,20.986613153687646,106.28329658674781,False,False,Hold,106.36599884033203,106.91650009155273,34.177233526804386,107.9958944644771,106.91650009155273,105.83710571862837,0.020191352541470822,0.18662879631733162,0.547715096887084,2,1,-0.37000274658204546,-0.3600006103515767,False,False,-7.005880544834042,1133.5752842661861,1.1999511718741473,100.00610351553973,-5.699996948241903,65.00244140625,-1.175,-0.11000000000000121,1.3553678558172768
30,2004-01-15,106.1999969482422,106.4499969482422,105.9800033569336,106.2699966430664,106.2699966430664,0,0.028236803369807717,-0.03765146492059243,14.1592651482155,13.145180709060037,13.145180709060037,17.95563572871113,106.27507676950424,False,False,Hold,106.38599853515625,106.84749984741211,30.20135946440672,107.90676211355972,106.84749984741211,105.7882375812645,0.01982755361913634,0.22740310742588768,0.5696690674132098,3,2,-0.4100036621093608,-0.40000152587889204,False,False,-0.8219817243571015,618.3898820476941,1.9999694824221592,80.00183105480119,-6.9000244140625,-120.00274658205967,-1.164,0.29000000000000137,1.3628331882223947
31,2004-01-16,106.31999969482422,106.97000122070312,105.73999786376952,106.75,106.75,0,0.451682856964597,0.04705284025345356,40.890754537480106,22.62730215789621,22.62730215789621,17.893126988615716,106.56859546799753,False,False,Hold,106.41999816894531,106.79949989318848,45.09800988326598,107.78232277820534,106.79949989318848,105.81667700817162,0.01840500912457066,0.4748174905452913,0.5623226245115517,4,3,-0.29000091552734375,-0.279998779296875,False,False,29.351869849328693,3017.3851573685797,3.399963378906534,139.9993896484375,-4.799995422362713,210.00289916997872,-1.193,0.020000000000000018,1.3702985206275125
32,2004-01-20,107.23999786376952,107.88999938964844,106.80999755859376,107.0,107.0,0,-0.2144953368769298,0.009320625312912513,51.01220702521743,50.742346928269605,50.742346928269605,37.275894018478226,106.99135535431934,False,False,Hold,106.6979995727539,106.76500015258789,43.827161947371515,107.67682412494538,106.76500015258789,105.85317618023039,0.017080952953764297,0.6288625077516478,0.5541294113196542,1,7,0.5999984741210795,0.6399993896484233,False,False,1.3987330532003739,-3947.852252578059,15.200042724609375,259.99450683599434,-2.1500015258794747,-85.0028991699503,-1.195,-0.20000000000000018,1.4001598502479835
33,2004-01-21,107.04000091552734,107.25,106.62999725341795,106.80999755859376,106.80999755859376,0,-0.17757237514601787,0.037384033203125,43.31980429222819,51.552030179852295,51.552030179852295,46.91747002579692,106.87927007243617,False,False,Hold,106.81199951171875,106.74249992370605,42.64259792151652,107.62612737683311,106.74249992370605,105.85887247057899,0.016556244303040167,0.5381934913004618,0.5597607071853574,2,8,0.40000152587890625,0.44000244140625,True,False,-11.20852818831679,-1260.7261241517165,11.399993896485228,-380.00488281241473,-2.250022888183878,-10.002136230440328,-1.175,0.0,1.4076251826531014
34,2004-01-22,106.83999633789062,106.98999786376952,105.94000244140624,106.12999725341795,106.12999725341795,0,-0.636644809211584,0.028086115515922633,15.789441170292854,36.70715082924617,36.70715082924617,46.333842645789325,106.41619400343646,False,True,Buy,106.78399963378907,106.68699989318847,39.22648440513133,107.57807089289695,106.68699989318847,105.79592889348,0.016704396985585613,0.18745327816035612,0.5241651260310782,3,0,0.1999969482421875,0.0,False,False,-46.30760689997118,-3509.9078711654383,-2.79998779296875,-1419.9981689453978,-5.5500030517578125,-329.99801635739345,-1.175,0.2200000000000002,1.4150905150582191
35,2004-01-23,106.16999816894533,106.81999969482422,105.7300033569336,106.75,106.75,0,0.5841918049819483,0.03769048955297503,41.12896775344708,33.41273773865605,33.41273773865605,40.557306249251475,106.62249745496126,True,False,Sell,106.78399963378907,106.65200004577636,57.142857142857316,107.47265129370906,106.65200004577636,105.83134879784366,0.015389326924585906,0.5597086487533588,0.4780666388328621,0,1,0.0,-0.6699981689452983,False,False,20.630345152480345,6693.795205245152,0.0,279.998779296875,-3.4999847412109375,205.0018310546875,-1.197,0.20000000000000018,1.422555847463337
