,Date,Open,High,Low,Close,Adj Close,Volume,Daily_Change,Daily_Change_Open_to_Close,%K,%D,Slow %K,Slow %D,KalmanFilterEst,isLocalPeak,isLocalTrough,Label,Short_Moving_Avg,Long_Moving_Avg,RSI,BBand_Upper,BBand_Middle,BBand_Lower,Bollinger_Bandwidth,Bollinger_PercentB,HurstExponent,DaysSincePeak,DaysSinceTrough,PriceChangeSincePeak,PriceChangeSinceTrough,FourierSignalSell,FourierSignalBuy,KalmanFilterEst_1st_Deriv,KalmanFilterEst_2nd_Deriv,Short_Moving_Avg_1st_Deriv,Short_Moving_Avg_2nd_Deriv,Long_Moving_Avg_1st_Deriv,Long_Moving_Avg_2nd_Deriv,Interest_Rate_Difference,Interest_Rate_Difference_Change,Currency_Account_difference,DataAge,Weight
2985,2016-08-12,101.81199645996094,102.2689971923828,100.86199951171876,101.80799865722656,101.80799865722656,0,0.6674333805708477,0.6713863955180053,18.396344458759458,14.818042842490131,14.818042842490131,17.396592166774465,101.67517345897228,True,False,Sell,101.85780029296875,103.73950004577637,24.451458534846864,107.89454869157282,103.73950004577637,99.58445139997991,0.08010543031271575,0.26757174786583426,0.6712392090759275,0,1,0.0,0.675994873046875,False,False,21.49156853378571,7444.246520422268,12.18002319335909,1625.9918212890057,-16.915016174316122,-220.00503540027694,-0.8230000000000001,-0.050000000000000044,0.27007296378312856,2333,2.1854893071944216e-51
2988,2016-08-17,100.21199798583984,101.1230010986328,100.16899871826172,100.1999969482422,100.1999969482422,0,-1.0272628777874493,-1.0154088301275643,11.981629975215318,17.0541626161823,17.0541626161823,15.876115436945563,100.62537069591704,False,False,Hold,101.13279876708984,102.98854942321778,23.22172043769052,107.12032046261523,102.98854942321778,98.85677838382033,0.08023748392490673,0.162547555468824,0.7168443651254457,5,6,-1.5999984741210938,-0.9240036010742188,True,False,-68.82691816598197,-5691.13900319536,-34.30007934570369,-1333.9996337890625,-29.685020446777344,-515.4991149902344,-0.831,0.7400000000000007,0.30780433628691417,2328,2.8062238183369204e-51
2989,2016-08-18,99.89299774169922,100.47200012207033,99.6520004272461,99.90599822998048,99.90599822998048,0,-0.29341190340912426,-0.30638644300714085,10.335200822137478,17.40426289962908,17.40426289962908,17.88360876439165,100.18077406139743,False,True,Buy,100.88739776611328,102.62364921569824,22.9936113717921,106.48180148345661,102.62364921569824,98.76549694793987,0.07519031523911533,0.14780407859631484,0.7316813459298612,6,0,-1.9189987182617188,0.0,False,True,-44.45966345196126,2436.72547140207,-24.54010009765568,975.9979248048012,-36.49002075195398,-680.5000305176634,-0.905,-0.16000000000000014,0.3153506107876713,2327,2.9501019901795584e-51
2990,2016-08-19,100.14099884033205,100.4290008544922,100.0459976196289,100.11199951171876,100.11199951171876,0,0.20619510879023029,0.23522172293459145,16.728784743106207,13.015205180152956,13.015205180152956,15.824543565321408,100.13826905213504,False,False,Hold,100.54819793701174,102.33869934082031,33.560414825796144,106.05224116125034,102.33869934082031,98.62515752039029,0.07257355906122574,0.2001919007817045,0.6984061207891507,7,1,-1.670997619628892,0.2480010986328267,False,False,-4.250500926238487,4020.9162525722777,-33.919982910154545,-937.9882812498863,-28.4949874877924,799.5033264161577,-0.889,-0.18000000000000016,0.3228968852884284,2326,3.101356953637146e-51
2991,2016-08-22,100.54100036621094,100.9260025024414,100.2249984741211,100.5540008544922,100.5540008544922,0,0.44150685724910765,0.4285209131618193,32.121890410548566,19.72862532526404,19.72862532526404,16.716031135015324,100.39520543619602,True,False,Sell,100.40239868164063,102.05009956359864,37.40755998820525,105.35381802889417,102.05009956359864,98.7463810983031,0.06474699151540997,0.2735735165053476,0.6489368590371561,0,4,0.0,0.6480026245117188,False,False,25.69363840609782,2994.413933233631,-14.579925537110228,1934.0057373044317,-28.859977722167685,-36.49902343752842,-0.871,-0.10000000000000009,0.3455357087906998,2323,3.60326270765913e-51
2992,2016-08-23,100.3010025024414,100.37999725341795,99.95600128173828,100.2509994506836,100.2509994506836,0,-0.30133202183280083,-0.25160446118588514,22.200432681978644,23.683702611877763,23.683702611877763,18.80917770576488,100.30608123576816,False,True,Buy,100.20459899902345,101.78374938964843,43.38888792854361,104.74836029977723,101.78374938964843,98.81913847951964,0.058253128380635254,0.24149222521442948,0.65161654312351,1,0,-0.23999786376953125,0.0,False,False,-8.912420042786096,-3460.6058448883914,-19.77996826171875,-520.0042724608522,-26.6350173950201,222.49603271475848,-0.861,0.050000000000000044,0.3530819832914569,2322,3.788005937211643e-51
2993,2016-08-24,100.3479995727539,100.5780029296875,100.0979995727539,100.31099700927734,100.31099700927734,0,0.059847342093855005,0.09675726187451099,24.164988733280925,26.162437275269337,26.162437275269337,23.191588404137008,100.30911935087784,False,False,Hold,100.22679901123048,101.55684928894043,41.407028753993615,104.22848400890896,101.55684928894043,98.88521456897189,0.052613580249372294,0.26683708473481826,0.6616355125885234,2,1,-0.19300079345703125,0.0469970703125,False,False,0.3038115109674777,921.6231553753573,2.2200012207036934,2199.9969482422443,-22.69001007080078,394.50073242193184,-0.866,0.040000000000000036,0.360628257792214,2321,3.9822211546913615e-51
2995,2016-08-26,100.55699920654295,101.28900146484376,100.08799743652344,100.55500030517578,100.55500030517578,0,0.0029818919489832396,0.004969819914957181,33.35605220329847,29.85915981808954,29.85915981808954,27.387405690336124,100.51841894250259,False,False,Hold,100.44459991455078,101.12739944458008,34.50297441998811,102.69765289476902,101.12739944458008,99.55714599439113,0.031054955606753733,0.317736703799179,0.6668850444594651,4,3,0.01599884033201704,0.2559967041015483,False,False,5.918988815999171,-909.1981530477256,8.860015869140625,-406.00585937482947,-20.950012207030966,104.49600219729405,-0.885,-0.030000000000000027,0.37572080679372827,2319,4.401035009510555e-51
2996,2016-08-29,101.96099853515624,102.38200378417967,101.86399841308594,101.91999816894533,101.91999816894533,0,1.3574639347888162,1.398238004786804,83.55269948014933,49.655063400379014,49.655063400379014,35.21828106537268,101.38464254236999,True,False,Sell,100.71779937744141,101.10679931640625,47.10324309456645,102.62318585411496,101.10679931640625,99.59041277869754,0.029995738129604765,0.7681370588292852,0.6740449417415981,0,6,0.0,1.6599960327148295,True,False,86.62235998673964,8070.337117074047,27.31994628906307,1845.9930419922443,-2.0600128173825283,1888.9999389648438,-0.882,-0.10000000000000009,0.39835963029599963,2316,5.1132731774953146e-51
2997,2016-08-30,101.81199645996094,102.947998046875,101.75599670410156,101.80899810791016,101.80899810791016,0,-0.10890901003665077,-0.1059671418021051,66.25185366030092,61.05353511458287,61.05353511458287,46.855919444350434,101.64690870518899,False,True,Buy,101.02939910888672,101.07929916381836,49.12969727947404,102.52201113627774,101.07929916381836,99.63658719135898,0.028546141186063963,0.7528914149259754,0.7029106766154455,1,0,-0.1490020751952983,0.0,False,False,26.226616281900306,-6039.574370483933,31.15997314453125,384.00268554681816,-2.7500152587890625,-69.00024414065342,-0.872,-0.050000000000000044,0.40590590479675676,2315,5.375436299375676e-51
