Date,PX_LAST,PX_BID
1/6/2016,1.8354,1.8372
31/5/2016,1.8458,1.8476
30/5/2016,1.851,1.8528
27/5/2016,1.851,1.8528
26/5/2016,1.8282,1.8299
25/5/2016,1.8664,1.8682
24/5/2016,1.8629,1.8646
23/5/2016,1.835,1.8367
20/5/2016,1.8384,1.8401
19/5/2016,1.8487,1.8504
18/5/2016,1.8538,1.8556
17/5/2016,1.7723,1.7741
16/5/2016,1.7533,1.7551
13/5/2016,1.7001,1.7018
12/5/2016,1.7516,1.7533
11/5/2016,1.7367,1.7385
10/5/2016,1.7613,1.7631
9/5/2016,1.7507,1.7525
6/5/2016,1.7789,1.7806
5/5/2016,1.7453,1.7471
4/5/2016,1.7752,1.7769
3/5/2016,1.7963,1.798
2/5/2016,1.8723,1.8741
29/4/2016,1.8333,1.835
28/4/2016,1.8243,1.826
27/4/2016,1.8508,1.8525
26/4/2016,1.9271,1.9289
25/4/2016,1.9128,1.9145
22/4/2016,1.8878,1.8896
21/4/2016,1.861,1.8628
20/4/2016,1.845,1.8468
19/4/2016,1.7851,1.7869
18/4/2016,1.7711,1.7728
15/4/2016,1.7518,1.7535
14/4/2016,1.7919,1.7937
13/4/2016,1.7639,1.7656
12/4/2016,1.7761,1.7778
11/4/2016,1.7254,1.7272
8/4/2016,1.7167,1.7184
7/4/2016,1.6889,1.6906
6/4/2016,1.7549,1.7566
5/4/2016,1.7201,1.7218
4/4/2016,1.7618,1.7636
1/4/2016,1.7705,1.7723
31/3/2016,1.7687,1.7704
30/3/2016,1.8228,1.8246
29/3/2016,1.8035,1.8053
28/3/2016,1.886,1.8878
25/3/2016,1.9,1.9018
24/3/2016,1.9,1.9018
23/3/2016,1.8786,1.8804
22/3/2016,1.9403,1.9421
21/3/2016,1.9155,1.9173
18/3/2016,1.8732,1.8749
17/3/2016,1.8958,1.8976
16/3/2016,1.9081,1.9099
15/3/2016,1.9699,1.9717
14/3/2016,1.9592,1.9609
11/3/2016,1.9839,1.9857
10/3/2016,1.9323,1.9341
9/3/2016,1.876,1.8777
8/3/2016,1.8287,1.8305
7/3/2016,1.9057,1.9075
4/3/2016,1.8741,1.8758
3/3/2016,1.8337,1.8354
2/3/2016,1.8406,1.8424
1/3/2016,1.8249,1.8266
29/2/2016,1.7347,1.7365
26/2/2016,1.7623,1.7641
25/2/2016,1.7157,1.7174
24/2/2016,1.7484,1.7501
23/2/2016,1.7225,1.7243
22/2/2016,1.7518,1.7535
19/2/2016,1.7449,1.7466
18/2/2016,1.7396,1.7413
17/2/2016,1.819,1.8208
16/2/2016,1.7723,1.774
15/2/2016,1.7481,1.7499
12/2/2016,1.7481,1.7499
11/2/2016,1.6591,1.6608
10/2/2016,1.6681,1.6698
9/2/2016,1.726,1.7277
8/2/2016,1.7483,1.75
5/2/2016,1.8357,1.8374
4/2/2016,1.8395,1.8412
3/2/2016,1.8861,1.8878
2/2/2016,1.8448,1.8465
1/2/2016,1.9486,1.9503
29/1/2016,1.9209,1.9226
28/1/2016,1.9784,1.9801
27/1/2016,1.9993,2.0011
26/1/2016,1.9942,1.9959
25/1/2016,2.0012,2.0029
22/1/2016,2.0519,2.0536
21/1/2016,2.0311,2.0328
20/1/2016,1.9824,1.9841
19/1/2016,2.0556,2.0574
18/1/2016,2.0347,2.0365
15/1/2016,2.0347,2.0365
14/1/2016,2.0874,2.0891
13/1/2016,2.0927,2.0944
12/1/2016,2.1032,2.105
11/1/2016,2.1754,2.1772
8/1/2016,2.1156,2.1173
7/1/2016,2.1455,2.1473
